Year,Round,College Code,College,Course,GM,1G,2AG,2BG,3AG,3BG,SCG,STG,GMH,1H,2AH,2BH,3AH,3BH,SCH,STH
2022,R1,E099,"E099 New Horizon College of Engineering  Bangalore","DS Comp. Sc. Engg- Data Sc.",13676,14214,17887,26390,14178,14450,34281,26382,,,,,,,,
2022,R1,E099,"E099 New Horizon College of Engineering  Bangalore","IE Info.Science",11176,14090,13238,20386,11975,11912,24038,17570,,,,,,,,
2022,R1,E100,"E100 K N S Institute of Technology  Bangalore","CS Computers",49932,56319,59080,56454,51215,51701,85368,64239,,,,,,,,
2022,R1,E100,"E100 K N S Institute of Technology  Bangalore","IE Info.Science",58011,65361,62122,58876,63453,61464,114225,,,,,,,,,
2022,R1,E101,"E101 Channabasaveshwara Institute of Technology  Gubbi, Tumkur","AD Artificial Intel, Data Sc",56308,58654,59901,57227,60954,57472,118809,,,,,,,,,
2022,R1,E101,"E101 Channabasaveshwara Institute of Technology  Gubbi, Tumkur","CS Computers",33562,43317,42473,42307,35090,36797,51383,37278,,,,,,,,
2022,R1,E101,"E101 Channabasaveshwara Institute of Technology  Gubbi, Tumkur","IE Info.Science",44179,56657,51122,49905,44807,45842,55033,,,,,,,,,
2022,R1,E102,"E102 DONBOSCO Institute of Technology  Bangalore","AD Artificial Intel, Data Sc",45203,46195,54774,60919,45313,46023,104436,,,,,,,,,
2022,R1,E102,"E102 DONBOSCO Institute of Technology  Bangalore","CA CS (AI, Machine Learning)",43882,58735,50377,46262,44405,49087,101658,52349,,,,,,,,
2022,R1,E102,"E102 DONBOSCO Institute of Technology  Bangalore","CS Computers",26411,32284,30371,33827,26951,26974,61025,46862,,,,,,,,
2022,R1,E102,"E102 DONBOSCO Institute of Technology  Bangalore","IE Info.Science",35235,41633,42478,49765,35651,37641,98043,58675,,,,,,,,
2022,R1,E103,"E103 Global Academy of Technology  Bangalore","AD Artificial Intel, Data Sc",26594,31865,28465,58298,26867,30836,77721,39341,,,,,,,,
2022,R1,E103,"E103 Global Academy of Technology  Bangalore","AI Artificial Intelligence",25774,35324,27685,46712,25932,26371,85247,,,,,,,,,
2022,R1,E103,"E103 Global Academy of Technology  Bangalore","CA CS (AI, Machine Learning)",23463,31774,26489,44893,25341,24975,81873,,,,,,,,,
2022,R1,E103,"E103 Global Academy of Technology  Bangalore","CS Computers",17211,20755,19366,25986,17312,18881,46399,24935,,,,,,,,
2022,R1,E103,"E103 Global Academy of Technology  Bangalore","IE Info.Science",21761,25323,23842,45282,23327,23048,69529,42363,,,,,,,,
2022,R1,E104,"E104 Nagarjuna College of Engineering and Technology  Bangalore (R)","CA CS (AI, Machine Learning)",52287,68616,61543,,55805,57845,108937,64720,,,,,,,,
2022,R1,E104,"E104 Nagarjuna College of Engineering and Technology  Bangalore (R)","CS Computers",36759,42967,45572,39339,37052,40679,71425,53092,,,,,,,,
2022,R1,E104,"E104 Nagarjuna College of Engineering and Technology  Bangalore (R)","DS Comp. Sc. Engg- Data Sc.",58924,78513,62166,66393,61340,64302,116100,,,,,,,,,
2022,R1,E104,"E104 Nagarjuna College of Engineering and Technology  Bangalore (R)","IE Info.Science",45269,50619,48653,46749,46403,45329,93416,,,,,,,,,
2022,R1,E105,"E105 Nitte Meenakshi Institutute of Technology  Bangalore","AD Artificial Intel, Data Sc",11171,17883,13772,21335,11879,12207,51663,29737,,,,,,,,
2022,R1,E105,"E105 Nitte Meenakshi Institutute of Technology  Bangalore","AI Artificial Intelligence",10768,19873,14449,20039,11042,11517,41373,,,,,,,,,
2022,R1,E105,"E105 Nitte Meenakshi Institutute of Technology  Bangalore","CS Computers",6702,8457,9443,8602,6834,6872,25828,13323,,,,,,,,
2022,R1,E105,"E105 Nitte Meenakshi Institutute of Technology  Bangalore","IE Info.Science",9419,12433,11287,18477,9606,10700,38269,22481,,,,,,,,
2022,R1,E106,"E106 East West Institute of Technology  Bangalore","AD Artificial Intel, Data Sc",53235,65305,63738,65362,55523,61130,93740,,,,,,,,,
2022,R1,E106,"E106 East West Institute of Technology  Bangalore","AI Artificial Intelligence",52878,61693,55205,72148,53001,,106504,65874,,,,,,,,
2022,R1,E106,"E106 East West Institute of Technology  Bangalore","CS Computers",33290,38809,39545,52272,33637,36735,85097,40219,,,,,,,,
2022,R1,E106,"E106 East West Institute of Technology  Bangalore","IE Info.Science",43727,57868,49824,62197,44938,44309,103304,57794,,,,,,,,
2022,R1,E107,"E107 B N M Institute of Technology  Bangalore","AI Artificial Intelligence",12186,18739,16541,23897,12459,12724,54299,27800,,,,,,,,
2022,R1,E107,"E107 B N M Institute of Technology  Bangalore","CS Computers",7448,9743,11461,13829,8090,7739,33788,14874,,,,,,,,
2022,R1,E107,"E107 B N M Institute of Technology  Bangalore","IE Info.Science",8610,14160,12435,21508,8685,8779,44473,,,,,,,,,
2022,R1,E108,"E108 Sapthagiri College of Engineering  Bangalore","CS Computers",20597,21599,25581,32142,20662,21237,63963,27435,,,,,,,,
2022,R1,E108,"E108 Sapthagiri College of Engineering  Bangalore","IE Info.Science",26283,28735,29313,48436,26717,27126,70653,41668,,,,,,,,
2022,R1,E109,"E109 City Engineering College  Bangalore","CS Computers",51644,55589,59795,59407,52003,56471,98098,66546,,,,,,,,
2022,R1,E111,"E111 Sri Venkateshwara College of Engineering  Bettahalsur(P), Bangalore","CF CS(Artificial Intel.)",48351,75585,63625,76304,54092,57414,113773,,,,,,,,,
2022,R1,E111,"E111 Sri Venkateshwara College of Engineering  Bettahalsur(P), Bangalore","CS Computers",35591,41808,43734,51845,37362,40086,89680,48080,,,,,,,,
2022,R1,E111,"E111 Sri Venkateshwara College of Engineering  Bettahalsur(P), Bangalore","DS Comp. Sc. Engg- Data Sc.",54848,70061,58826,65741,55865,58119,106348,72465,,,,,,,,
2022,R1,E111,"E111 Sri Venkateshwara College of Engineering  Bettahalsur(P), Bangalore","IE Info.Science",45100,46338,48531,56061,45440,45928,96380,,,,,,,,,
2022,R1,E112,"E112 Sri Krishna Institute of Technology  Bangalore","CS Computers",49969,53368,58897,62190,50306,51834,104059,62297,,,,,,,,
2022,R1,E112,"E112 Sri Krishna Institute of Technology  Bangalore","IE Info.Science",57385,70103,61769,,58380,59936,110464,76229,,,,,,,,
2022,R1,E113,"E113 Sambhram Institute of Technology  Bangalore","CS Computers",55811,60032,63761,65949,56053,59406,97955,72234,,,,,,,,
2022,R1,E114,"E114 G M Institute of Technology  Davanagere","AI Artificial Intelligence",44960,48611,57895,49701,48735,47967,94700,66622,,,,,,,,
2022,R1,E114,"E114 G M Institute of Technology  Davanagere","CS Computers",22508,22727,25763,23408,22999,23181,56255,26962,,,,,,,,
2022,R1,E114,"E114 G M Institute of Technology  Davanagere","IE Info.Science",30992,39201,36488,31510,36482,31383,71483,46817,,,,,,,,
2022,R1,E115,"E115 S J B Institute of Technology  Kengeri,Bangalore","AI Artificial Intelligence",21822,31649,27346,34911,22155,23986,81383,,,,,,,,,
2022,R1,E115,"E115 S J B Institute of Technology  Kengeri,Bangalore","CS Computers",14602,18356,16725,22750,14699,16029,46709,26585,,,,,,,,
2022,R1,E115,"E115 S J B Institute of Technology  Kengeri,Bangalore","DS Comp. Sc. Engg- Data Sc.",21432,30614,24761,27396,21515,24412,83656,50166,,,,,,,,
2022,R1,E115,"E115 S J B Institute of Technology  Kengeri,Bangalore","IE Info.Science",18134,24168,19739,33837,18639,20099,73522,30147,,,,,,,,
2022,R1,E116,"E116 R.L.Jalappa Institute of Technology  Bangalore Rural Dist","CS Computers",51177,73745,60528,60806,56284,61384,112714,57521,,,,,,,,
2022,R1,E118,"E118 RNS Institute of Technology  Bangalore","AD Artificial Intel, Data Sc",13967,19118,18292,25909,15631,14099,66531,,,,,,,,,
2022,R1,E118,"E118 RNS Institute of Technology  Bangalore","AI Artificial Intelligence",15339,21520,18796,25585,16011,16973,67984,32776,,,,,,,,
2022,R1,E118,"E118 RNS Institute of Technology  Bangalore","CS Computers",6979,9667,10416,12567,7950,8270,30792,16927,,,,,,,,
2022,R1,E118,"E118 RNS Institute of Technology  Bangalore","CY CS- Cyber Security",14523,19017,17148,31471,14538,15900,40186,32593,,,,,,,,
2022,R1,E118,"E118 RNS Institute of Technology  Bangalore","DS Comp. Sc. Engg- Data Sc.",12831,16352,18048,17816,13086,14570,52315,35622,,,,,,,,
2022,R1,E118,"E118 RNS Institute of Technology  Bangalore","IE Info.Science",9718,14430,13463,21065,9832,10498,45447,22594,,,,,,,,
2022,R1,E119,"E119 K C T Engineering College  Roza(B),Gulbarga","CS Computers",52490,,68687,53381,,,83591,,,,,,,,,
2022,R1,E121,"E121 Vivekananada College of Engineering Technology  D K DIST","AI Artificial Intelligence",54383,84632,68148,100942,54717,55309,136129,,,,,,,,,
2022,R1,E121,"E121 Vivekananada College of Engineering Technology  D K DIST","CS Computers",33471,47891,42487,73679,36311,43751,131077,44134,,,,,,,,
2022,R1,E121,"E121 Vivekananada College of Engineering Technology  D K DIST","DS Comp. Sc. Engg- Data Sc.",49138,59806,52534,78553,49626,57454,145039,76063,,,,,,,,
2022,R1,E123,"E123 Canara Engineering College Bantwal  DK DIST","AI Artificial Intelligence",48876,50920,53501,77248,54462,54096,159684,,,,,,,,,
2022,R1,E123,"E123 Canara Engineering College Bantwal  DK DIST","CS Computers",33023,35906,36984,48437,36419,35590,113651,63061,,,,,,,,
2022,R1,E123,"E123 Canara Engineering College Bantwal  DK DIST","IE Info.Science",40117,44721,40735,57013,44270,42359,141252,,,,,,,,,
2022,R1,E124,"E124 Rajiv Gandhi Institute of Technology  R.T Nagar Post, Bangalore","CS Computers",47470,57359,54190,48186,49856,47734,78490,61827,,,,,,,,
2022,R1,E126,"E126 B M S Institute of Technology and Management  Yelahanka, Bangalore","AI Artificial Intelligence",9162,10102,12337,19972,9498,9459,39664,18107,,,,,,,,
2022,R1,E126,"E126 B M S Institute of Technology and Management  Yelahanka, Bangalore","CS Computers",4191,5440,6322,7272,4796,5685,20469,9168,,,,,,,,
2022,R1,E126,"E126 B M S Institute of Technology and Management  Yelahanka, Bangalore","IE Info.Science",6926,9430,9776,14300,7313,8616,37318,19348,,,,,,,,
2022,R1,E128,"E128 Sharnbasva University(Formerly Appa Inst. of Tech.)  Brahmpur, Kalaburagi","AD Artificial Intel, Data Sc",49593,87085,55456,,,,69060,,,,,,,,,
2022,R1,E128,"E128 Sharnbasva University(Formerly Appa Inst. of Tech.)  Brahmpur, Kalaburagi","CS Computers",29940,38864,37532,35859,43858,31184,55494,,,,,,,,,
2022,R1,E129,"E129 St. Joseph Engineering College  Mangalore","AI Artificial Intelligence",20298,28351,21949,22167,31329,,113458,56129,,,,,,,,
2022,R1,E129,"E129 St. Joseph Engineering College  Mangalore","CS Computers",16331,22035,19602,24013,23734,16478,75539,28842,,,,,,,,
2022,R1,E129,"E129 St. Joseph Engineering College  Mangalore","DS Comp. Sc. Engg- Data Sc.",20082,32195,23501,,26013,20861,93991,59124,,,,,,,,
2022,R1,E130,"E130 Shridevi Institute of Engineering and Technology  Tumkur","CS Computers",55185,68280,66378,64729,57091,55922,83164,65111,,,,,,,,
2022,R1,E132,"E132 Secab Institute of Engineering and Technology  Bijapur","CS Computers",45130,63346,70309,47824,46734,54592,74772,,,,,,,,,
2022,R1,E133,"E133 G S S S Institute of Engineering and Technology for Women  Mysore","AD Artificial Intel, Data Sc",28200,41123,37949,32356,29544,28657,71540,,,,,,,,,
2022,R1,E133,"E133 G S S S Institute of Engineering and Technology for Women  Mysore","CA CS (AI, Machine Learning)",23860,33838,29530,38099,30254,24040,69467,,,,,,,,,
2022,R1,E133,"E133 G S S S Institute of Engineering and Technology for Women  Mysore","CS Computers",16758,25880,21743,22242,19043,17143,43579,19288,,,,,,,,
2022,R1,E133,"E133 G S S S Institute of Engineering and Technology for Women  Mysore","IE Info.Science",20838,29063,21837,,21485,21441,49045,25718,,,,,,,,
2022,R1,E134,"E134 Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.  Laxmeshwara-Tq, Gadag Dt.","CS Computers",40727,43065,43794,53029,47716,41273,69119,,,,,,,,,
2022,R1,E134,"E134 Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.  Laxmeshwara-Tq, Gadag Dt.","IE Info.Science",55537,55720,61405,74849,,58202,124164,,,,,,,,,
2022,R1,E135,"E135 K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist","CA CS (AI, Machine Learning)",45950,64994,57529,56192,75204,55106,97902,,,,,,,,,
2022,R1,E135,"E135 K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist","CS Computers",29172,,38567,39109,31705,30278,72067,51934,,,,,,,,
2022,R1,E139,"E139 Impact College of Engineering and Applied Sciences  Bangalore","CS Computers",56246,58836,62189,59651,56638,58084,105777,,,,,,,,,
2022,R1,E141,"E141 P E S University (Electronic City Campus)  Bangalore","CS Computers",3443,7618,7451,8322,4385,5478,27438,16315,,,,,,,,
2022,R1,E142,"E142 Adichunchanagiri University(Formerly BGSIT)  Nagamangala Taluk,Mandya Dist.","AI Artificial Intelligence",49166,70152,54787,,49462,49814,143304,,,,,,,,,
2022,R1,E142,"E142 Adichunchanagiri University(Formerly BGSIT)  Nagamangala Taluk,Mandya Dist.","CS Computers",30059,49775,47268,56881,30452,32450,88246,61919,,,,,,,,
2022,R1,E142,"E142 Adichunchanagiri University(Formerly BGSIT)  Nagamangala Taluk,Mandya Dist.","IE Info.Science",37747,,49852,76434,,40560,114574,,,,,,,,,
2022,R1,E144,"E144 Srinivas Institute of Technology  Mangalore.","CS Computers",43297,47814,47817,43862,49309,48393,102537,47772,,,,,,,,
2022,R1,E144,"E144 Srinivas Institute of Technology  Mangalore.","IE Info.Science",50935,,55269,,,52554,100439,69230,,,,,,,,
2022,R1,E145,"E145 Rajarajeswari College of Engineering  Kumbalagodu,Bangalore","AI Artificial Intelligence",42682,45512,56502,68368,43457,49835,118233,,,,,,,,,
2022,R1,E145,"E145 Rajarajeswari College of Engineering  Kumbalagodu,Bangalore","CS Computers",29858,33624,33800,43594,31334,31711,70533,45079,,,,,,,,
2022,R1,E145,"E145 Rajarajeswari College of Engineering  Kumbalagodu,Bangalore","IE Info.Science",35144,43732,38691,61425,36207,35705,93810,,,,,,,,,
2022,R1,E145,"E145 Rajarajeswari College of Engineering  Kumbalagodu,Bangalore","IO CS- Internet of Things",50235,,62280,69377,51531,53800,134483,77865,,,,,,,,
2022,R1,E147,"E147 T.John Engineering College  Bangalore","CS Computers",48230,61308,53282,51900,48420,54490,102046,71774,,,,,,,,
2022,R1,E147,"E147 T.John Engineering College  Bangalore","IE Info.Science",57371,71737,62713,62180,58431,59694,118913,,,,,,,,,
2022,R1,E149,"E149 Cambridge Institutute of Technology  Bangalore","AI Artificial Intelligence",32365,40194,37861,44015,35050,32689,66042,,,,,,,,,
2022,R1,E149,"E149 Cambridge Institutute of Technology  Bangalore","CS Computers",23622,28078,25804,28481,24025,25216,54339,39891,,,,,,,,
2022,R1,E149,"E149 Cambridge Institutute of Technology  Bangalore","IE Info.Science",31437,31987,34905,41284,31695,33375,78342,45349,,,,,,,,
2022,R1,E150,"E150 P E S Institute of Technology and Management  Shivamogga","AI Artificial Intelligence",46816,47000,57996,68828,54050,48238,106611,,,,,,,,,
2022,R1,E150,"E150 P E S Institute of Technology and Management  Shivamogga","CS Computers",28740,29427,33982,32192,30369,29481,65971,36563,,,,,,,,
2022,R1,E150,"E150 P E S Institute of Technology and Management  Shivamogga","DS Comp. Sc. Engg- Data Sc.",49575,63040,56211,54361,56241,51124,102065,,,,,,,,,
2022,R1,E150,"E150 P E S Institute of Technology and Management  Shivamogga","IE Info.Science",34966,,37506,44335,39666,35240,69831,59032,,,,,,,,
2022,R1,E151,"E151 Mangalore Institute of Technology and Engineering  Mangalore Tq,D.K","AI Artificial Intelligence",35635,47334,38033,39183,41220,40078,127245,,,,,,,,,
2022,R1,E151,"E151 Mangalore Institute of Technology and Engineering  Mangalore Tq,D.K","CA CS (AI, Machine Learning)",34425,,40127,34446,,38899,141467,67362,,,,,,,,
2022,R1,E151,"E151 Mangalore Institute of Technology and Engineering  Mangalore Tq,D.K","CS Computers",21060,23471,27656,27654,25498,22262,89723,36104,,,,,,,,
2022,R1,E151,"E151 Mangalore Institute of Technology and Engineering  Mangalore Tq,D.K","IE Info.Science",28586,,29995,37618,28728,28670,94065,,,,,,,,,
2022,R1,E151,"E151 Mangalore Institute of Technology and Engineering  Mangalore Tq,D.K","IO CS- Internet of Things",40160,49590,42963,,41375,43925,144012,74858,,,,,,,,
2022,R1,E152,"E152 S D M Institute of Tech.  Ujire,Dakshina Kannada","AD Artificial Intel, Data Sc",49757,68434,61404,61456,51188,50167,92382,,,,,,,,,
2022,R1,E152,"E152 S D M Institute of Tech.  Ujire,Dakshina Kannada","CS Computers",32238,34953,37844,43909,34034,34241,68220,46790,,,,,,,,
2022,R1,E152,"E152 S D M Institute of Tech.  Ujire,Dakshina Kannada","IE Info.Science",40235,40887,40921,53894,42498,40691,108380,,,,,,,,,
2022,R1,E153,"E153 S E A College of Engineering and Technology  K R puram bangalore","CS Computers",55549,58634,60043,56557,55905,57898,90596,74963,,,,,,,,
2022,R1,E154,"E154 Government Engineering College  Chamarajanagara","CS Computers",35971,52847,44604,48836,39636,40667,53212,51070,,,,,,,,
2022,R1,E155,"E155 Government Engineering College  Hassan","CS Computers",21794,29593,26790,30867,22552,25494,44232,30826,,,,,,,,
2022,R1,E156,"E156 Government Engineering College  K R Pet, Mandya DT.","CS Computers",37255,46375,49634,53004,39918,41936,62625,55847,,,,,,,,
2022,R1,E157,"E157 Government Engineering College  Ramanagara","CS Computers",46049,57121,54571,55783,47504,49677,64445,56570,,,,,,,,
2022,R1,E158,"E158 Maharaja Institute of Technology-Mysore  Belawadi, Mandya Dist","CF CS(Artificial Intel.)",35391,48063,41369,38191,36291,37391,82302,,,,,,,,,
2022,R1,E158,"E158 Maharaja Institute of Technology-Mysore  Belawadi, Mandya Dist","CS Computers",26766,32863,31030,27137,27755,28878,60832,32729,,,,,,,,
2022,R1,E158,"E158 Maharaja Institute of Technology-Mysore  Belawadi, Mandya Dist","DS Comp. Sc. Engg- Data Sc.",41099,49222,43582,44065,41201,43497,89182,,,,,,,,,
2022,R1,E158,"E158 Maharaja Institute of Technology-Mysore  Belawadi, Mandya Dist","IE Info.Science",34681,60131,38216,36070,35361,35647,76940,34864,,,,,,,,
2022,R1,E160,"E160 Sahyadri College of Engg. and Management  Mangalore","CA CS (AI, Machine Learning)",23071,23609,29762,23105,26102,28768,120416,47031,,,,,,,,
2022,R1,E160,"E160 Sahyadri College of Engg. and Management  Mangalore","CS Computers",12052,18025,17806,19990,12537,14841,60055,19522,,,,,,,,
2022,R1,E160,"E160 Sahyadri College of Engg. and Management  Mangalore","DS Comp. Sc. Engg- Data Sc.",23629,31741,26728,26050,25727,24469,108996,,,,,,,,,
2022,R1,E160,"E160 Sahyadri College of Engg. and Management  Mangalore","IE Info.Science",19347,20679,21709,25252,23346,20218,81359,30905,,,,,,,,
2022,R1,E161,"E161 Government Engineering College  Kushalnagar,Kodagu Dist","CS Computers",43598,51922,56764,56587,46560,49246,65509,52436,,,,,,,,
2022,R1,E162,"E162 Government Engineering College  Raichur","CS Computers",34723,,53527,,38674,41807,62855,38500,,,,,,,,
2022,R1,E163,"E163 Government Engineering College  Devagiri,Haveri","CS Computers",39939,53665,48303,64282,50479,40454,70235,41348,,,,,,,,
2022,R1,E164,"E164 Government Engineering College  Huvina Hadagali,Bellary Dist.","CS Computers",53596,58777,58187,,58569,55430,78571,,,,,,,,,
2022,R1,E165,"E165 Yenepoya Institute of Technology  Thodar,Moodbidri","CS Computers",54721,56889,68756,56410,56167,59985,128562,66964,,,,,,,,
