Year,Round,College Code,College,Course,3AG,3AH,3AK,3AKH,3AR,3ARH,GM,GMH,GMK,GMKH,GMR,GMRH
2025,R1,,"SAPTHAGIRI NPS UNIVERISTY #14/5, CHIKKASANDRA,HESARAGHATTA MAIN ROAD,BANGALURU","Computer Science and Engineering - Data Science",58526,,,,68708,,56949,,73321,,68319,
2025,R1,,"Sri Venkateshwara College of Engineering, Bangalore VIDYANAGAR, BENGALURU INTERNATIONAL AIRPORT ROAD,BETTAHALASUR POST,BENGALURU NORTH,BENGALURU - 562 157","Computer Science (Artificial Intelligence)",43297,,,,,,43037,,,,44961,
2025,R1,,"Sri Venkateshwara College of Engineering, Bangalore VIDYANAGAR, BENGALURU INTERNATIONAL AIRPORT ROAD,BETTAHALASUR POST,BENGALURU NORTH,BENGALURU - 562 157","Computer Science and Engineering",54637,,,,63953,,53292,,57277,,61948,
2025,R1,,"Sri Venkateshwara College of Engineering, Bangalore VIDYANAGAR, BENGALURU INTERNATIONAL AIRPORT ROAD,BETTAHALASUR POST,BENGALURU NORTH,BENGALURU - 562 157","Computer Science and Engineering - Data Science",59201,,,,,,57425,,75939,,64764,
2025,R1,,"G M Institute of Technology, Davanagere POST BOX. NO. 4, P.B.ROAD.DAVANGERE.","Artificial Intelligence and Machine Learning",57088,,,,,,42715,,45732,,50733,
2025,R1,,"G M Institute of Technology, Davanagere POST BOX. NO. 4, P.B.ROAD.DAVANGERE.","Computer Science and Engineering",42361,,,,47219,,37222.5,,39443,,41093,
2025,R1,,"S.J B. Institute of Technology, Bangalore (AUTONOMOUS) BGS HEALTH & EDUCATION CITY,NO 67, UTTARAHALLI ROAD.KENGERI, BANGALORE -60","Artificial Intelligence and Machine Learning",,,,,,,18116,,27381,,21030,
2025,R1,,"S.J B. Institute of Technology, Bangalore (AUTONOMOUS) BGS HEALTH & EDUCATION CITY,NO 67, UTTARAHALLI ROAD.KENGERI, BANGALORE -60","Computer Science and Engineering",18022,,,,,,17839,,24072,,19996,
2025,R1,,"S.J B. Institute of Technology, Bangalore (AUTONOMOUS) BGS HEALTH & EDUCATION CITY,NO 67, UTTARAHALLI ROAD.KENGERI, BANGALORE -60","Computer Science and Engineering - Data Science",20105,,24923,,,,19604,,,,23254,
2025,R1,,"S.J B. Institute of Technology, Bangalore (AUTONOMOUS) BGS HEALTH & EDUCATION CITY,NO 67, UTTARAHALLI ROAD.KENGERI, BANGALORE -60","Information Science and Engineering",22059,,,,,,21540.5,,32792,,23880,
2025,R1,,"RNS Institute of Technology, Bangalore (AUTONOMOUS) CHANNASANDRA,UTTARAHALLI -KENGERI MAIN ROAD,SUBRAMANYAPURA POST,BANGALORE","Computer Science and Engineering (AI and ML)",13166,,,,15519,,12586,,20478,,15484,
2025,R1,,"RNS Institute of Technology, Bangalore (AUTONOMOUS) CHANNASANDRA,UTTARAHALLI -KENGERI MAIN ROAD,SUBRAMANYAPURA POST,BANGALORE","Computer Science and Engineering",11978,,22684.5,,14855,,11545,,17325,,14645,
2025,R1,,"RNS Institute of Technology, Bangalore (AUTONOMOUS) CHANNASANDRA,UTTARAHALLI -KENGERI MAIN ROAD,SUBRAMANYAPURA POST,BANGALORE","Computer Science - Cyber Security",14242,,,,,,13859,,22846,,15978,
2025,R1,,"RNS Institute of Technology, Bangalore (AUTONOMOUS) CHANNASANDRA,UTTARAHALLI -KENGERI MAIN ROAD,SUBRAMANYAPURA POST,BANGALORE","Computer Science and Engineering - Data Science",13996,,,,,,13677,,21840,,15738,
2025,R1,,"Vivekananada College of Engineering Technology, Puttur NEHARU NAGARA,PUTTUR TALUK,DAKSHINA KANNADA","Artificial Intelligence and Machine Learning",76580,,,,,,52841,,,,71259,
2025,R1,,"Vivekananada College of Engineering Technology, Puttur NEHARU NAGARA,PUTTUR TALUK,DAKSHINA KANNADA","Computer Science and Engineering",68208,,,,,,45327,,52634,,63735,
2025,R1,,"Canara Engineering College Bantwal, BENJANAPADAVU,BANTWAL,PIN 574219,DAKSHINA KANNADA DIST,","Artificial Intelligence and Machine Learning",54523,,,,,,51253,,53942,,53813,
2025,R1,,"Canara Engineering College Bantwal, BENJANAPADAVU,BANTWAL,PIN 574219,DAKSHINA KANNADA DIST,","Computer Science and Engineering",53603,,,,,,41641,,47177,,47180,
2025,R1,,"Canara Engineering College Bantwal, BENJANAPADAVU,BANTWAL,PIN 574219,DAKSHINA KANNADA DIST,","Information Science and Engineering",70466,,,,,,59794.25,,60214,,63339,
2025,R1,,"Rajiv Gandhi Institute of Technology, Bangalore CHOLANGAR,R.T.NAGAR POST, HEBBAL,BANGALORE-560032","Artificial Intelligence and Machine Learning",,,,,,,29814,,,,41201,
2025,R1,,"Rajiv Gandhi Institute of Technology, Bangalore CHOLANGAR,R.T.NAGAR POST, HEBBAL,BANGALORE-560032","Computer Science (Artificial Intelligence)",,,,,,,56782,,,,78443,
2025,R1,,"Rajiv Gandhi Institute of Technology, Bangalore CHOLANGAR,R.T.NAGAR POST, HEBBAL,BANGALORE-560032","Computer Science and Engineering",60676,,,,,,59881,,68269,,69929,
2025,R1,,"B M S Institute of Technology & Management, Yelahanka, Bangalore(AUTONOMOUS) POST BOX NO.6443, AVALAHALLI,DODDABALLAPURA MAIN ROAD,YELAHANKA, BANGALORE - 560064.","Artificial Intelligence and Machine Learning",10553,,,,12953,,10323,,15350,,12150,
2025,R1,,"B M S Institute of Technology & Management, Yelahanka, Bangalore(AUTONOMOUS) POST BOX NO.6443, AVALAHALLI,DODDABALLAPURA MAIN ROAD,YELAHANKA, BANGALORE - 560064.","Computer Science and Business Systems",11922,,,,13752,,10862,,24790,,13452,
2025,R1,,"B M S Institute of Technology & Management, Yelahanka, Bangalore(AUTONOMOUS) POST BOX NO.6443, AVALAHALLI,DODDABALLAPURA MAIN ROAD,YELAHANKA, BANGALORE - 560064.","Computer Science and Engineering",9873,,19365,,12895,,9233,,17416,,12630.5,
2025,R1,,"Sharanbasava University (Formerly Appa Institute of Engineering and Tech) SHARNBASVESHWARA INSTITUTIONS CAMPUS , KALABURAGI ( GULBARGA) -585103 , KARNATAKA","Artificial Intelligence and Data Science",,,,,,,45054,,78724,,69881,
2025,R1,,"Sharanbasava University (Formerly Appa Institute of Engineering and Tech) SHARNBASVESHWARA INSTITUTIONS CAMPUS , KALABURAGI ( GULBARGA) -585103 , KARNATAKA","Computer Science and Engineering",65687,,,,,,34240,,57690,,64030,
2025,R1,,"Sharanbasava University (Formerly Appa Institute of Engineering and Tech) SHARNBASVESHWARA INSTITUTIONS CAMPUS , KALABURAGI ( GULBARGA) -585103 , KARNATAKA","Computer Science and Design",,,,,,,59608,,,,,
2025,R1,,"St.Joseph Engineering College, Mangalore(AUTONOMOUS) MANGALORE","Artificial Intelligence and Machine Learning",,,,,28850,,20301,,,,25809,
2025,R1,,"St.Joseph Engineering College, Mangalore(AUTONOMOUS) MANGALORE","Computer Science and Business Systems",44028,,,,48100,,29865,,40025,,30782,
2025,R1,,"St.Joseph Engineering College, Mangalore(AUTONOMOUS) MANGALORE","Computer Science and Engineering",28020,,,,,,22379,,27241,,28040,
2025,R1,,"St.Joseph Engineering College, Mangalore(AUTONOMOUS) MANGALORE","Computer Science and Engineering - Data Science",27394,,33586,,,,23225,,,,27415,
2025,R1,,"G S S S Institute of Engineering & Technology for Women, Mysore K.R.S. ROAD, METAGALLI INDUSTRIAL AREA, MYSORE-16","Artificial Intelligence and Data Science",23823,,,,,,23245,,,,25181,
2025,R1,,"G S S S Institute of Engineering & Technology for Women, Mysore K.R.S. ROAD, METAGALLI INDUSTRIAL AREA, MYSORE-16","Computer Science and Engineering (AI and ML)",21752,,,,,,20074,,29114,,22779,
2025,R1,,"G S S S Institute of Engineering & Technology for Women, Mysore K.R.S. ROAD, METAGALLI INDUSTRIAL AREA, MYSORE-16","Computer Science and Engineering",18278,,,,,,18021,,25732,,20181,
2025,R1,,"G S S S Institute of Engineering & Technology for Women, Mysore K.R.S. ROAD, METAGALLI INDUSTRIAL AREA, MYSORE-16","Information Science and Engineering",22502,,,,22850,,21894,,,,22817,
2025,R1,,"K L S Viswanathrao Deshpande Institute of Technology, Haliyal UDYOG VIDYA NAGAR,DANDELI ROAD, HALIYAL-581329","Computer Science and Engineering (AI and ML)",,,134034,,,,54555,,,,73824,
2025,R1,,"K L S Viswanathrao Deshpande Institute of Technology, Haliyal UDYOG VIDYA NAGAR,DANDELI ROAD, HALIYAL-581329","Computer Science and Engineering",73272,,,,,,47876,,50758,,62168,
2025,R1,,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100","Computer Science (AI and Machine Learning)",5481,,16141,,9091,,4217,,14355,,8534,
2025,R1,,"PES UNIVERSITY(Electronic City Campus) Hosur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100","Computer Science and Engineering",4912,,,,8491,,3588,,14064,,7957,
2025,R1,,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448","Artificial Intelligence and Machine Learning",53345,,61650.5,,,,48897,,,,53767,
2025,R1,,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448","Computer Science and Engineering",63508,,,,65613.5,,58085.75,,75971,,63676,
2025,R1,,"Rajarajeswari College of Engineering, Bangalore (AUTONOMOUS) #14, RAMOHOLLI CROSS,KUMBALGODU, MYSORE ROAD,BANGALORE - 560074","Artificial Intelligence and Machine Learning",38858,,,,46450,,38844,,46668,,44769,
2025,R1,,"Rajarajeswari College of Engineering, Bangalore (AUTONOMOUS) #14, RAMOHOLLI CROSS,KUMBALGODU, MYSORE ROAD,BANGALORE - 560074","Computer Science and Design",55457,,106469,,,,53785,,63935,,63541,
2025,R1,,"Rajarajeswari College of Engineering, Bangalore (AUTONOMOUS) #14, RAMOHOLLI CROSS,KUMBALGODU, MYSORE ROAD,BANGALORE - 560074","Computer Science - IoT and Blockchain",,,,,72783,,47415,,,,47739,
2025,R1,,"Rajarajeswari College of Engineering, Bangalore (AUTONOMOUS) #14, RAMOHOLLI CROSS,KUMBALGODU, MYSORE ROAD,BANGALORE - 560074","Computer Science and Engineering",36388.75,,,,,,35594,,39226,,41431,
2025,R1,,"Rajarajeswari College of Engineering, Bangalore (AUTONOMOUS) #14, RAMOHOLLI CROSS,KUMBALGODU, MYSORE ROAD,BANGALORE - 560074","Information Science and Engineering",45727,,,,,,45377,,48784,,48820,
2025,R1,,"Rajarajeswari College of Engineering, Bangalore (AUTONOMOUS) #14, RAMOHOLLI CROSS,KUMBALGODU, MYSORE ROAD,BANGALORE - 560074","Robotics and Automation",60044,,,,,,58917,,,,72243,
2025,R1,,"T.John Institute of technology, Bangalore #86/1, KAMMANAHALLI,GOTTIGERE,BANNERUGATTA ROAD,BANGALORE","Artificial Intelligence and Machine Learning",56230,,,,,,54054,,,,65868,
2025,R1,,"Cambridge Institutute of Technology, K.R.Puram, Bangalore(AUTONOMOUS) K R PURAM,BANGALORE","Artificial Intelligence and Machine Learning",26007,,,,,,24142,,25359,,25544,
2025,R1,,"Cambridge Institutute of Technology, K.R.Puram, Bangalore(AUTONOMOUS) K R PURAM,BANGALORE","Computer Science - IoT and Blockchain",28428,,,,,,28174,,34963,,32297,
2025,R1,,"Cambridge Institutute of Technology, K.R.Puram, Bangalore(AUTONOMOUS) K R PURAM,BANGALORE","Computer Science and Engineering",26224,,,,30058,,25169,,32687,,29284,
2025,R1,,"Cambridge Institutute of Technology, K.R.Puram, Bangalore(AUTONOMOUS) K R PURAM,BANGALORE","Computer Science and Engineering - Data Science",26229,,,,30167,,26164,,36809,,26477,
2025,R1,,"P E S Institute of Technology & Management, Shimoga GUDDADAARAKERE, KOTEGANGOORSAGAR ROAD,SHIMOGA","Artificial Intelligence and Machine Learning",45464,,,,59363,,43604,,48401,,52816,
2025,R1,,"P E S Institute of Technology & Management, Shimoga GUDDADAARAKERE, KOTEGANGOORSAGAR ROAD,SHIMOGA","Computer Science and Engineering",53713,,,,,,46595.5,,50904,,51693,
2025,R1,,"P E S Institute of Technology & Management, Shimoga GUDDADAARAKERE, KOTEGANGOORSAGAR ROAD,SHIMOGA","Computer Science and Engineering - Data Science",56843,,,,,,56441,,,,56899,
2025,R1,,"P E S Institute of Technology & Management, Shimoga GUDDADAARAKERE, KOTEGANGOORSAGAR ROAD,SHIMOGA","Information Science and Engineering",60646,,,,,,59946,,77517,,63417,
2025,R1,,"Mangalore Institute of Technology & Engineering, Moodabidri, Mangalore(AUTONOMOUS) BADAGA MIJAR,","Artificial Intelligence and Machine Learning",34408,,,,,,33355,,41527,,38512,
2025,R1,,"Mangalore Institute of Technology & Engineering, Moodabidri, Mangalore(AUTONOMOUS) BADAGA MIJAR,","Computer Science and Engineering (AI and ML)",39154,,,,,,24205,,,,38811,
2025,R1,,"Mangalore Institute of Technology & Engineering, Moodabidri, Mangalore(AUTONOMOUS) BADAGA MIJAR,","Computer Science - IoT and Blockchain",45801,,,,,,42312,,49300,,43602,
2025,R1,,"Mangalore Institute of Technology & Engineering, Moodabidri, Mangalore(AUTONOMOUS) BADAGA MIJAR,","Computer Science and Engineering",36163,,,,39855,,30970,,33052,,35885,
2025,R1,,"Mangalore Institute of Technology & Engineering, Moodabidri, Mangalore(AUTONOMOUS) BADAGA MIJAR,","Information Science and Engineering",44745,,,,,,43222,,49823,,46920,
2025,R1,,"Mangalore Institute of Technology & Engineering, Moodabidri, Mangalore(AUTONOMOUS) BADAGA MIJAR,","Robotics and Artificial Intelligence",54059,,,,,,46160,,63299,,53466,
2025,R1,,"S D M Institute of Tech., Ujire, Dakshina Kannada UJIRE-574240 DAKSHINA KANNADA KARNATAKA","Artificial Intelligence and Data Science",69479,,,,82594,,56304,,57014,,59906,
2025,R1,,"S D M Institute of Tech., Ujire, Dakshina Kannada UJIRE-574240 DAKSHINA KANNADA KARNATAKA","Computer Science and Engineering",67471,,,,,,50718,,51452,,55225,
2025,R1,,"Government Engineering College, Chamarajanagara GOVERNMENT POLYTECHNIC CAMPUS,NANJANGUD ROAD,CHAMARAJANAGARA","Computer Science and Engineering",58034,,,,,,52184,,54298,,56522,
2025,R1,,"Government Engineering College, Hassan DAIRY CIRCLE, B M ROAD, HASSAN","Artificial Intelligence and Machine Learning",32100,,,,,,31297,,31772,,37518,
2025,R1,,"Government Engineering College, Hassan DAIRY CIRCLE, B M ROAD, HASSAN","Computer Science and Engineering",41729,,,,43846,,37533,,41560,,41948,
2025,R1,,"K R PET KRISHNA, GOVERNMENT ENGINEERING COLLEGES, K R PET, MANDYA KRISHNARAJPET, MANDYA DIST. - 571 426,","Computer Science and Engineering",64619,,,,67372,,59572,,65240,,65105,
2025,R1,,"Government Engineering College, Ramanagaram DODDAMANNUGUDDE, RAMANAGAR, RAMANAGAR DISTRICT - 571 511","Computer Science and Engineering",53995,,,,,,53848.5,,65634,,59146,
2025,R1,,"Maharaja Institute of Technology Mysore,Belawadi,Srirangapatna,Mandya(AUTONOMOUS) BEHIND K R MILLS,BELAWADI VILLAGE,NAGUVANAHALLI PANCHAYAT,SRIRANGAPATNA TALUK,MANDYA DISTRICT","Computer Engineering",56271,,,,,,55694,,,,69569,
2025,R1,,"Maharaja Institute of Technology Mysore,Belawadi,Srirangapatna,Mandya(AUTONOMOUS) BEHIND K R MILLS,BELAWADI VILLAGE,NAGUVANAHALLI PANCHAYAT,SRIRANGAPATNA TALUK,MANDYA DISTRICT","Computer Science and Business Systems",58460,,,,,,57635,,95775,,68126,
2025,R1,,"Maharaja Institute of Technology Mysore,Belawadi,Srirangapatna,Mandya(AUTONOMOUS) BEHIND K R MILLS,BELAWADI VILLAGE,NAGUVANAHALLI PANCHAYAT,SRIRANGAPATNA TALUK,MANDYA DISTRICT","Computer Science (Artificial Intelligence)",41396,,,,,,41193,,,,48596,
2025,R1,,"Maharaja Institute of Technology Mysore,Belawadi,Srirangapatna,Mandya(AUTONOMOUS) BEHIND K R MILLS,BELAWADI VILLAGE,NAGUVANAHALLI PANCHAYAT,SRIRANGAPATNA TALUK,MANDYA DISTRICT","Computer Science and Engineering (AI and ML)",,,,,38424,,34949,,,,35283,
2025,R1,,"Maharaja Institute of Technology Mysore,Belawadi,Srirangapatna,Mandya(AUTONOMOUS) BEHIND K R MILLS,BELAWADI VILLAGE,NAGUVANAHALLI PANCHAYAT,SRIRANGAPATNA TALUK,MANDYA DISTRICT","Computer Science - IoT and Blockchain",53960,,,,,,52780,,85510,,56584,
2025,R1,,"Maharaja Institute of Technology Mysore,Belawadi,Srirangapatna,Mandya(AUTONOMOUS) BEHIND K R MILLS,BELAWADI VILLAGE,NAGUVANAHALLI PANCHAYAT,SRIRANGAPATNA TALUK,MANDYA DISTRICT","Computer Science and Engineering",35561,,,,,,35223,,43781,,36349,
2025,R1,,"Maharaja Institute of Technology Mysore,Belawadi,Srirangapatna,Mandya(AUTONOMOUS) BEHIND K R MILLS,BELAWADI VILLAGE,NAGUVANAHALLI PANCHAYAT,SRIRANGAPATNA TALUK,MANDYA DISTRICT","Computer Science and Engineering - Data Science",46742,,,,,,46501,,59729,,54097,
2025,R1,,"Maharaja Institute of Technology Mysore,Belawadi,Srirangapatna,Mandya(AUTONOMOUS) BEHIND K R MILLS,BELAWADI VILLAGE,NAGUVANAHALLI PANCHAYAT,SRIRANGAPATNA TALUK,MANDYA DISTRICT","Information Science and Engineering",48750,,,,,,48421,,62311,,54062,
2025,R1,,"Sahyadri College Of Engineering & Management, Adyar, Mangalore(AUTONOMOUS) 'SAHYADRI CAMPUS'N.H-48, ADYAR,MANGALORE","Computer Science and Engineering (AI and ML)",27669,,,,,,22695,,28504,,25080,
2025,R1,,"Sahyadri College Of Engineering & Management, Adyar, Mangalore(AUTONOMOUS) 'SAHYADRI CAMPUS'N.H-48, ADYAR,MANGALORE","Computer Science and Engineering",23853,,,,26871,,16167,,22630,,21593,
2025,R1,,"Sahyadri College Of Engineering & Management, Adyar, Mangalore(AUTONOMOUS) 'SAHYADRI CAMPUS'N.H-48, ADYAR,MANGALORE","Information Science and Engineering",28910,,,,,,25745,,27334,,27748,
2025,R1,,"Sahyadri College Of Engineering & Management, Adyar, Mangalore(AUTONOMOUS) 'SAHYADRI CAMPUS'N.H-48, ADYAR,MANGALORE","Robotics and Automation",41708,,,,,,30404,,,,36280,
2025,R1,,"Government Engineering College, Raichur RAICHUR-HYDERABAD ROAD YERAMARUS,RAICHUR","Computer Science and Engineering",65807,,,,86355,,43572,,,,59957,
2025,R1,,"Government Engineering College, Haveri DEVAGIRI,HAVERI","Computer Science and Engineering",77439,,,,78062,,55650,,62528,,59689,
2025,R1,,"Government Engineering College, Hoovina Hadagali HUVINAHADAGALI 583219,DIST: VIJAYANAGARA","Computer Science and Engineering",,,109480,,,,58170,,,,76795,
2025,R1,,"K L E S's K L E College of Engineering & Technology, Chikkodi, Belgaum Dist. BANANTIKODI ROAD CHIKODI,BELGAUM -591 201,","Artificial Intelligence and Data Science",,,,,60005,,46658,,46868,,52106,
2025,R1,,"K L E S's K L E College of Engineering & Technology, Chikkodi, Belgaum Dist. BANANTIKODI ROAD CHIKODI,BELGAUM -591 201,","Computer Science and Engineering",51402,,,,,,40324.5,,42809,,44696,
2025,R1,,"Alva's Institute of Engineering & Technology, Moodabidre, D.K (AUTONOMOUS) SHOBHAVANA CAMPUS,MIJAR,MOODBIDRI - 574225,MANGALORE TALUK,DHAKSHINA KANNADA","Artificial Intelligence and Machine Learning",60512,,,,,,56505,,57992,,61066,
2025,R1,,"Alva's Institute of Engineering & Technology, Moodabidre, D.K (AUTONOMOUS) SHOBHAVANA CAMPUS,MIJAR,MOODBIDRI - 574225,MANGALORE TALUK,DHAKSHINA KANNADA","Computer Science and Engineering",66435.5,,,,,,55989,,57386,,62885,
2025,R1,,"R.R. Institute of Technology, Chikkabanavara, Bangalore(AUTONOMOUS) NO. 67, RAJA REDDY LAYOUT,NEAR CHIKKABANAVARA RAILWAY STATION,CHIKKABANAVARA,BANGALORE - 560090","Artificial Intelligence and Machine Learning",52699,,,,,,52101,,61769,,57697,
2025,R1,,"R.R. Institute of Technology, Chikkabanavara, Bangalore(AUTONOMOUS) NO. 67, RAJA REDDY LAYOUT,NEAR CHIKKABANAVARA RAILWAY STATION,CHIKKABANAVARA,BANGALORE - 560090","Computer Science and Engineering",63382.5,,,,,,59832,,67638,,67619,
2025,R1,,"Sai Vidya Institute of Technology, Rajanakunte, Bangalore RAJANUKUNTE,DODDBALLAPURA ROAD ,VIA: YELAHANKA,BANGALORE","Computer Science and Engineering (AI and ML)",48514,,,,59811.5,,47166,,63734,,58522,
2025,R1,,"Sai Vidya Institute of Technology, Rajanakunte, Bangalore RAJANUKUNTE,DODDBALLAPURA ROAD ,VIA: YELAHANKA,BANGALORE","Computer Science and Engineering",43435,,,,,,41348,,49351.5,,45867,
2025,R1,,"Sai Vidya Institute of Technology, Rajanakunte, Bangalore RAJANUKUNTE,DODDBALLAPURA ROAD ,VIA: YELAHANKA,BANGALORE","Computer Science and Engineering - Data Science",56674,,,,,,53780,,74935,,66009,
2025,R1,,"Sai Vidya Institute of Technology, Rajanakunte, Bangalore RAJANUKUNTE,DODDBALLAPURA ROAD ,VIA: YELAHANKA,BANGALORE","Information Science and Engineering",56437,,,,69555,,56226.5,,59005,,60637.5,
2025,R1,,"S.S.E.T.S.S.G.Balekundri Institute of Technology, Shivabasavanagar, Belgaum SHIVABASAVA NAGAR, BELGAUM - 590010","Artificial Intelligence and Data Science",72176,,,,,,56484,,59445,,61194,
2025,R1,,"S.S.E.T.S.S.G.Balekundri Institute of Technology, Shivabasavanagar, Belgaum SHIVABASAVA NAGAR, BELGAUM - 590010","Computer Science and Engineering",74346,,,,,,48359,,48974,,51952,
2025,R1,,"The National Institute of Engineering(NORTH CAMPUS), No.50(Part) Koorgalli,Hootgalli Industrial Area ,Mysuru-570018","Computer Science and Engineering (AI and ML)",8837,,,,10403,,8495,,12989,,9914,
2025,R1,,"The National Institute of Engineering(NORTH CAMPUS), No.50(Part) Koorgalli,Hootgalli Industrial Area ,Mysuru-570018","Computer Science and Engineering",8679,,,,9607,,8002,,11420,,9254,
2025,R1,,"ACS College of Engineering, Mysore Road, Bangalore 207,KAMBIPURA, MYSORE ROAD, KENGERI HOBLI,BANGALORE - 560074.","Artificial Intelligence and Machine Learning",,,68065,,,,52379,,,,58347,
2025,R1,,"ACS College of Engineering, Mysore Road, Bangalore 207,KAMBIPURA, MYSORE ROAD, KENGERI HOBLI,BANGALORE - 560074.","Computer Science and Engineering",56776,,,,66576,,53574,,59019.5,,60297,
2025,R1,,"Jain College of Engineering,Machche, Belgaum T.S. NAGAR,HUNCHANHATTI ROAD,MACCHE, BELGAUM- 590014.","Computer Science and Engineering (AI and ML)",45763,,48241,,,,31131,,,,36287,
2025,R1,,"Jain College of Engineering,Machche, Belgaum T.S. NAGAR,HUNCHANHATTI ROAD,MACCHE, BELGAUM- 590014.","Computer Science and Engineering",36635,,,,,,30586,,34338,,36716,
2025,R1,,"Sharanbasava University (Exclusively for Women) (Formerly Goduati Engineering College For Women) SHARNBASVESHWARA INSTITUTIONS CAMPUS , KALABURAGI ( GULBARGA) -585103 , KARNATAKA","Artificial Intelligence and Machine Learning",112184,,,,,,39136,,,,,
2025,R1,,"Sharanbasava University (Exclusively for Women) (Formerly Goduati Engineering College For Women) SHARNBASVESHWARA INSTITUTIONS CAMPUS , KALABURAGI ( GULBARGA) -585103 , KARNATAKA","Computer Science and Engineering",86181,,109519,,,,40389,,,,67768,
2025,R1,,"Gopalan College of Engineering & Management, K.R. Puram, Bangalore SONNENAHALLI, HOODI VILLAGE, ITPL ROAD,BANGALORE","Computer Science and Engineering (AI and ML)",60559,,,,,,59227,,67935,,70166,
2025,R1,,"K S School of Engineering & Management, Mallasandra, Bangalore #15/1, MALLASANDRA, OFF KANAKAPURA ROAD, BANGALORE - 560062","Artificial Intelligence and Data Science",61860,,,,73930,,57108,,74244,,72769,
2025,R1,,"K S School of Engineering & Management, Mallasandra, Bangalore #15/1, MALLASANDRA, OFF KANAKAPURA ROAD, BANGALORE - 560062","Computer Science and Engineering",50316,,,,,,49743,,62252,,57313,
2025,R1,,"ATME College of Engineering, Mysore SY.NO.1002, HAROHALLI (MELLAHALLI),MYSORE","Computer Science and Engineering (AI and ML)",45934,,,,52008,,45348,,62069,,46743,
2025,R1,,"ATME College of Engineering, Mysore SY.NO.1002, HAROHALLI (MELLAHALLI),MYSORE","Computer Science and Engineering",49254,,,,,,48615,,57390,,54850,
2025,R1,,"ATME College of Engineering, Mysore SY.NO.1002, HAROHALLI (MELLAHALLI),MYSORE","Computer Science and Engineering - Data Science",58440,,,,,,57695,,,,60813,
2025,R1,,"Shri Madhwa Vadiraja Institute of Technology and Management, Udupi VISHWOTHAMA NAGAR,","Artificial Intelligence and Data Science",98844,,,,98905,,52014,,80119,,55565,
2025,R1,,"Shri Madhwa Vadiraja Institute of Technology and Management, Udupi VISHWOTHAMA NAGAR,","Artificial Intelligence and Machine Learning",82500,,,,,,56650,,69857,,63561,
2025,R1,,"Shri Madhwa Vadiraja Institute of Technology and Management, Udupi VISHWOTHAMA NAGAR,","Computer Science and Engineering",73558,,,,,,51700.5,,66106,,56789,
2025,R1,,"Jyothi Institute of Technology, Kanakapura Road,Bangalore ,BANGALORE","Artificial Intelligence and Machine Learning",42707.5,,,,,,42351,,,,48131,
2025,R1,,"Jyothi Institute of Technology, Kanakapura Road,Bangalore ,BANGALORE","Computer Science and Engineering",43916,,,,,,42519.5,,55926,,52072,
2025,R1,,"Jyothi Institute of Technology, Kanakapura Road,Bangalore ,BANGALORE","Information Science and Engineering",52255,,,,,,45378,,,,58837,
2025,R1,,"Jain Institute of Technology, Davanagere 323, BADA CROSS NEAR BLIND SCHOOL AVARAGERE DAVANGERE","Artificial Intelligence and Machine Learning",67498,,,,,,58929,,,,61351,
2025,R1,,"Dayananda Sagar Academy of Technology & Management Technical Campus, Bangalore(AUTONOMOUS) UDAYAPURA,KANAKAPURA ROAD,BANGALORE URBAN","Computer Science and Engineering (AI and ML)",17623.5,,,,18272,,16174,,23203,,17282,
2025,R1,,"Dayananda Sagar Academy of Technology & Management Technical Campus, Bangalore(AUTONOMOUS) UDAYAPURA,KANAKAPURA ROAD,BANGALORE URBAN","Computer Science - IoT and Blockchain",20051,,,,,,19770,,28901,,20614,
2025,R1,,"Dayananda Sagar Academy of Technology & Management Technical Campus, Bangalore(AUTONOMOUS) UDAYAPURA,KANAKAPURA ROAD,BANGALORE URBAN","Computer Science and Engineering",16735,,,,19281,,15728,,23129,,19204,
2025,R1,,"Dayananda Sagar Academy of Technology & Management Technical Campus, Bangalore(AUTONOMOUS) UDAYAPURA,KANAKAPURA ROAD,BANGALORE URBAN","Computer Science - Cyber Security",19257.87,,38544,,,,18693,,,,21461,
2025,R1,,"Dayananda Sagar Academy of Technology & Management Technical Campus, Bangalore(AUTONOMOUS) UDAYAPURA,KANAKAPURA ROAD,BANGALORE URBAN","Computer Science and Engineering - Data Science",18799,,,,,,17984,,25781,,19858,
2025,R1,,"Dayananda Sagar Academy of Technology & Management Technical Campus, Bangalore(AUTONOMOUS) UDAYAPURA,KANAKAPURA ROAD,BANGALORE URBAN","Information Science and Engineering",19485,,,,,,19364,,27355,,22340,
2025,R1,,"ALLIANCE University Central Campus, Chikkahadage Cross Chandapura-Anekal, Main Road, Bengaluru, Karnataka 562106","Artificial Intelligence and Machine Learning",26372,,,,,,21643,,,,38301,
