Year,Round,College Code,College,Course,3AG,3AH,3AK,3AKH,3AR,3ARH,GM,GMH,GMK,GMKH,GMR,GMRH
2023,R1,E098,"Atria Institute of Technology Bangalore","Information Science and Engineering",34071,,,,37524,,32992,,39177,,36948,
2023,R1,E099,"New Horizon College of Engineering Bangalore","Artificial Intelligence and Machine Learning",13226,,,,21757,,12969,,21046,,17356,
2023,R1,E099,"New Horizon College of Engineering Bangalore","Computer Science and Engineering",8918,,,,,,7270,,11185,,11407,
2023,R1,E099,"New Horizon College of Engineering Bangalore","Computer Science and Engineering - Data Science",15355,,51743,,,,14909,,23727,,22335,
2023,R1,E099,"New Horizon College of Engineering Bangalore","Information Science and Engineering",11057,,,,15820,,10181,,15623,,14449,
2023,R1,E100,"K N S Institute of Technology Bangalore","Artificial Intelligence and Machine Learning",58526,,,,,,57938,,63873,,61652,
2023,R1,E100,"K N S Institute of Technology Bangalore","Computer Science and Engineering",44674,,,,,,44290,,46241,,47787,
2023,R1,E100,"K N S Institute of Technology Bangalore","Information Science and Engineering",,,,,,,53706,,58082,,53721,
2023,R1,E101,"Channabasaveshwara Institute of Technology Gubbi, Tumkur","Artificial Intelligence and Data Science",56288,,,,,,51945,,70010,,58551,
2023,R1,E101,"Channabasaveshwara Institute of Technology Gubbi, Tumkur","Computer Science and Engineering",37936,,,,,,33750,,51459,,38003,
2023,R1,E101,"Channabasaveshwara Institute of Technology Gubbi, Tumkur","Information Science and Engineering",,,,,,,41690,,,,48414,
2023,R1,E102,"DONBOSCO Institute of Technology Bangalore","Artificial Intelligence and Data Science",34693,,,,,,34143,,,,43975,
2023,R1,E102,"DONBOSCO Institute of Technology Bangalore","Computer Science (AI and Machine Learning)",37026,,74915,,,,36332,,63473,,44769,
2023,R1,E102,"DONBOSCO Institute of Technology Bangalore","Computer Science and Engineering",27787,,,,,,27446,,30737,,31119,
2023,R1,E102,"DONBOSCO Institute of Technology Bangalore","Information Science and Engineering",34167,,,,,,33871,,38809,,36407,
2023,R1,E103,"Global Academy of Technology Bangalore","Artificial Intelligence and Data Science",23676,,,,28513,,22707,,35902,,26408,
2023,R1,E103,"Global Academy of Technology Bangalore","Artificial Intelligence and Machine Learning",22169,,62007,,,,21901,,,,27688,
2023,R1,E103,"Global Academy of Technology Bangalore","Computer Science (AI and Machine Learning)",22445,,,,,,22040,,,,24797,
2023,R1,E103,"Global Academy of Technology Bangalore","Computer Science and Engineering",16679,,,,,,16597,,18231,,19956,
2023,R1,E103,"Global Academy of Technology Bangalore","Information Science and Engineering",21417,,,,,,21278,,27571,,24433,
2023,R1,E104,"Nagarjuna College of Engineering and Technology Bangalore (R)","Computer Science (AI and Machine Learning)",54087,,,,,,53191,,,,58875,
2023,R1,E104,"Nagarjuna College of Engineering and Technology Bangalore (R)","Computer Science and Engineering",37594,,,,,,36654,,39744,,41741,
2023,R1,E104,"Nagarjuna College of Engineering and Technology Bangalore (R)","Computer Science and Engineering - Data Science",58659,,,,,,57259,,80883,,62040,
2023,R1,E104,"Nagarjuna College of Engineering and Technology Bangalore (R)","Information Science and Engineering",44024,,,,,,42764,,,,47464,
2023,R1,E105,"Nitte Meenakshi Institutute of Technology Bangalore","Artificial Intelligence and Data Science",10064,,23864,,,,9951,,,,13275,
2023,R1,E105,"Nitte Meenakshi Institutute of Technology Bangalore","Artificial Intelligence and Machine Learning",10991,,,,,,9293,,12645,,12901,
2023,R1,E105,"Nitte Meenakshi Institutute of Technology Bangalore","Computer Science and Engineering",7022,,,,,,6687,,10050,,8303,
2023,R1,E105,"Nitte Meenakshi Institutute of Technology Bangalore","Information Science and Engineering",9692,,,,12199,,9497,,16549,,11664,
2023,R1,E106,"East West Institute of Technology Bangalore","Artificial Intelligence and Data Science",46206,,,,,,45939,,52792,,50324,
2023,R1,E106,"East West Institute of Technology Bangalore","Artificial Intelligence and Machine Learning",,,,,,,41720,,,,49302,
2023,R1,E106,"East West Institute of Technology Bangalore","Computer Science (AI and Machine Learning)",48901,,,,62496,,47063,,60176,,62290,
2023,R1,E106,"East West Institute of Technology Bangalore","Computer Science and Engineering",33001,,,,,,31986,,38367,,33552,
2023,R1,E106,"East West Institute of Technology Bangalore","Information Science and Engineering",40156,,,,47640,,39458,,46954,,43342,
2023,R1,E107,"B N M Institute of Technology Bangalore","Artificial Intelligence and Machine Learning",12343,,,,,,12209,,17043,,16916,
2023,R1,E107,"B N M Institute of Technology Bangalore","Computer Science and Engineering",7990,,,,,,7892,,14242,,10061,
2023,R1,E107,"B N M Institute of Technology Bangalore","Information Science and Engineering",11858,,,,,,9122,,,,13621,
2023,R1,E108,"Sapthagiri College of Engineering Bangalore","Computer Science and Engineering",19826,,,,25471,,19562,,21732,,25083,
2023,R1,E108,"Sapthagiri College of Engineering Bangalore","Information Science and Engineering",25376,,,,,,24732,,30640,,27661,
2023,R1,E109,"City Engineering College Bangalore","Artificial Intelligence and Machine Learning",59550,,,,70725,,57156,,69250,,70375,
2023,R1,E109,"City Engineering College Bangalore","Computer Science and Engineering",51775,,,,,,50520,,58407,,60198,
2023,R1,E111,"Sri Venkateshwara College of Engineering Bettahalsur(P), Bangalore","Computer Science (Artificial Intelligence)",51453,,,,,,46123,,,,59373,
2023,R1,E111,"Sri Venkateshwara College of Engineering Bettahalsur(P), Bangalore","Computer Science and Engineering",37512,,,,,,35657,,43089,,40214,
2023,R1,E111,"Sri Venkateshwara College of Engineering Bettahalsur(P), Bangalore","Computer Science - Cyber Security",61870,,,,,,59935,,86600,,64270,
2023,R1,E111,"Sri Venkateshwara College of Engineering Bettahalsur(P), Bangalore","Computer Science and Engineering - Data Science",56580,,,,,,54407,,95681,,63404,
2023,R1,E111,"Sri Venkateshwara College of Engineering Bettahalsur(P), Bangalore","Information Science and Engineering",43333,,,,49310,,42059,,,,44136,
2023,R1,E112,"Sri Krishna Institute of Technology Bangalore","Computer Science and Engineering",47284,,,,,,46750,,50212,,53286,
2023,R1,E112,"Sri Krishna Institute of Technology Bangalore","Information Science and Engineering",53547,,,,,,53328,,53548,,61119,
2023,R1,E113,"Sambhram Institute of Technology Bangalore","Artificial Intelligence and Machine Learning",60084,,,,,,59021,,60305,,61876,
2023,R1,E113,"Sambhram Institute of Technology Bangalore","Computer Science and Engineering",52231,,,,59350,,51929,,60309,,58469,
2023,R1,E113,"Sambhram Institute of Technology Bangalore","Information Science and Engineering",58585,,,,62529,,56776,,60717,,60427,
2023,R1,E114,"G M Institute of Technology Davanagere","Artificial Intelligence and Machine Learning",47198,,,,,,42745,,54739,,52010,
2023,R1,E114,"G M Institute of Technology Davanagere","Computer Science and Engineering",29600,,,,,,26943,,31586,,30035,
2023,R1,E114,"G M Institute of Technology Davanagere","Information Science and Engineering",39046,,,,,,30922,,,,35407,
2023,R1,E115,"S J B Institute of Technology Kengeri,Bangalore (ATNMS)","Artificial Intelligence and Machine Learning",19172,,,,19601,,18406,,28832,,18709,
2023,R1,E115,"S J B Institute of Technology Kengeri,Bangalore (ATNMS)","Computer Science and Engineering",14726,,,,,,14490,,15506,,15634,
2023,R1,E115,"S J B Institute of Technology Kengeri,Bangalore (ATNMS)","Computer Science and Engineering - Data Science",,,,,25195,,20566,,,,23631,
2023,R1,E115,"S J B Institute of Technology Kengeri,Bangalore (ATNMS)","Information Science and Engineering",18227,,,,,,18058,,22328,,19348,
2023,R1,E116,"R.L.Jalappa Institute of Technology Bangalore Rural Dist","Computer Science and Engineering",59523,,,,,,58293,,58935,,64075,
2023,R1,E118,"RNS Institute of Technology Bangalore","Artificial Intelligence and Data Science",12648,,24920,,,,12647,,,,16701,
2023,R1,E118,"RNS Institute of Technology Bangalore","Computer Science (AI and Machine Learning)",14433,,,,,,13872,,18732,,17905,
2023,R1,E118,"RNS Institute of Technology Bangalore","Computer Science and Engineering",7851,,,,9970,,7554,,11358,,9914,
2023,R1,E118,"RNS Institute of Technology Bangalore","Computer Science - Cyber Security",14723,,,,,,14226,,18209,,18003,
2023,R1,E118,"RNS Institute of Technology Bangalore","Computer Science and Engineering - Data Science",14639,,,,,,14028,,16188,,16846,
2023,R1,E118,"RNS Institute of Technology Bangalore","Information Science and Engineering",11522,,,,13426,,10332,,15171,,13390,
2023,R1,E119,"K C T Engineering College Roza(B),Gulbarga","Computer Science and Engineering",,,,,,,45454,,,,,
2023,R1,E121,"Vivekananada College of Engineering Technology D K DIST","Artificial Intelligence and Machine Learning",44980,,82527,,,,37299,,,,52197,
2023,R1,E121,"Vivekananada College of Engineering Technology D K DIST","Computer Science and Engineering",38250,,,,,,36650,,38199,,41538,
2023,R1,E121,"Vivekananada College of Engineering Technology D K DIST","Computer Science and Engineering - Data Science",53947,,,,,,53417,,,,58189,
2023,R1,E123,"Canara Engineering College Bantwal DK DIST","Artificial Intelligence and Machine Learning",50912,,,,,,48584,,54217,,50638,
2023,R1,E123,"Canara Engineering College Bantwal DK DIST","Computer Science and Engineering",38424,,,,,,32674,,33294,,36051,
2023,R1,E123,"Canara Engineering College Bantwal DK DIST","Information Science and Engineering",47489,,,,,,43766,,44715,,44790,
2023,R1,E124,"Rajiv Gandhi Institute of Technology R.T Nagar Post, Bangalore","Computer Science and Engineering",44204,,,,,,43513,,46133,,49158,
2023,R1,E126,"B M S Institute of Technology and Management Yelahanka, Bangalore","Artificial Intelligence and Machine Learning",8884,,,,,,8299,,14227,,11572,
2023,R1,E126,"B M S Institute of Technology and Management Yelahanka, Bangalore","Computer Science and Engineering",5029,,,,7828,,4744,,7796,,7436,
2023,R1,E126,"B M S Institute of Technology and Management Yelahanka, Bangalore","Information Science and Engineering",7543,,,,11414,,7023,,15368,,10688,
2023,R1,E127,"M S Engineering College Bangalore Urban","Computer Science and Engineering",60046,,,,,,57333,,63497,,64067,
2023,R1,E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi","Artificial Intelligence and Data Science",,,,,,,44722,,,,61411,
2023,R1,E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi","Computer Science and Engineering",,,,,,,30090,,39221,,40852,
2023,R1,E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi","Computer Science and Design",133047,,,,,,57428,,,,,
2023,R1,E129,"St. Joseph Engineering College Mangalore","Artificial Intelligence and Machine Learning",,,,,,,18952,,,,19129,
2023,R1,E129,"St. Joseph Engineering College Mangalore","Computer Science and Engineering",22439,,,,27388,,15354,,22877,,19966,
2023,R1,E129,"St. Joseph Engineering College Mangalore","Computer Science and Engineering - Data Science",,,,,,,19566,,,,33036,
2023,R1,E130,"Shridevi Institute of Engineering and Technology Tumkur","Computer Science and Engineering",56689,,,,,,54967,,57515,,58951,
2023,R1,E133,"G S S S Institute of Engineering and Technology for Women Mysore","Artificial Intelligence and Data Science",28089,,,,,,27734,,38290,,31623,
2023,R1,E133,"G S S S Institute of Engineering and Technology for Women Mysore","Computer Science (AI and Machine Learning)",24001,,,,28080,,23398,,38635,,25317,
2023,R1,E133,"G S S S Institute of Engineering and Technology for Women Mysore","Computer Science and Engineering",17934,,,,,,16791,,23220,,19349,
2023,R1,E133,"G S S S Institute of Engineering and Technology for Women Mysore","Information Science and Engineering",20829,,,,,,20693,,,,21092,
2023,R1,E134,"Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech. Laxmeshwara-Tq, Gadag Dt.","Computer Science and Engineering",51121,,,,,,33823,,36982,,46566,
2023,R1,E134,"Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech. Laxmeshwara-Tq, Gadag Dt.","Information Science and Engineering",,,,,,,59812,,64700,,71544,
2023,R1,E135,"K L S Viswanathrao Deshpande Institute of Technology Haliyal, Uttara Kannada -Dist","Computer Science (AI and Machine Learning)",55347,,,,,,45995,,59942,,63632,
2023,R1,E135,"K L S Viswanathrao Deshpande Institute of Technology Haliyal, Uttara Kannada -Dist","Computer Science and Engineering",37293,,,,,,29630,,36346,,40798,
2023,R1,E139,"Impact College of Engineering and Applied Sciences Bangalore","Computer Science and Engineering",57314,,,,,,56754,,62019,,60028,
2023,R1,E141,"P E S University (Electronic City Campus) Bangalore","Computer Science and Engineering",6109,,13003,,9083,,3796,,9642,,8653,
2023,R1,E142,"Adichunchanagiri University(Formerly BGSIT) Nagamangala Taluk,Mandya Dist.","Artificial Intelligence and Machine Learning",,,,,,,46559,,,,48383,
2023,R1,E142,"Adichunchanagiri University(Formerly BGSIT) Nagamangala Taluk,Mandya Dist.","Computer Science and Engineering",31240,,,,,,30684,,35413,,31657,
2023,R1,E142,"Adichunchanagiri University(Formerly BGSIT) Nagamangala Taluk,Mandya Dist.","Information Science and Engineering",39535,,,,,,38523,,42738,,39590,
2023,R1,E144,"Srinivas Institute of Technology Mangalore.","Artificial Intelligence and Data Science",61844,,,,,,58476,,60524,,64141,
2023,R1,E144,"Srinivas Institute of Technology Mangalore.","Artificial Intelligence and Machine Learning",,,,,,,52822,,,,56890,
2023,R1,E144,"Srinivas Institute of Technology Mangalore.","Computer Science and Engineering",45782,,,,,,40864,,43347,,45220,
2023,R1,E144,"Srinivas Institute of Technology Mangalore.","Information Science and Engineering",,,,,,,48596,,,,49880,
2023,R1,E145,"Rajarajeswari College of Engineering Kumbalagodu,Bangalore","Artificial Intelligence and Machine Learning",38495,,,,,,37248,,54643,,40738,
2023,R1,E145,"Rajarajeswari College of Engineering Kumbalagodu,Bangalore","Computer Science and Design",61926,,,,,,59765,,76022,,66964,
2023,R1,E145,"Rajarajeswari College of Engineering Kumbalagodu,Bangalore","Computer Science and Engineering",29769,,,,,,29283,,31946,,33322,
2023,R1,E145,"Rajarajeswari College of Engineering Kumbalagodu,Bangalore","Computer Science - IoT and Cyber Security",56973,,,,,,55758,,116817,,80959,
2023,R1,E145,"Rajarajeswari College of Engineering Kumbalagodu,Bangalore","Information Science and Engineering",35817,,,,42261,,34867,,38134,,39808,
2023,R1,E147,"T.John Engineering College Bangalore","Artificial Intelligence and Machine Learning",,,,,,,53911,,,,57619,
2023,R1,E147,"T.John Engineering College Bangalore","Computer Science and Engineering",48342,,,,,,46515,,50186,,53071,
2023,R1,E147,"T.John Engineering College Bangalore","Information Science and Engineering",59971,,,,,,58703,,68596,,62193,
2023,R1,E149,"Cambridge Institutute of Technology Bangalore","Artificial Intelligence and Machine Learning",28839,,,,,,28631,,31162,,34480,
2023,R1,E149,"Cambridge Institutute of Technology Bangalore","Computer Science and Engineering",22638,,,,,,20581,,24528,,25328,
2023,R1,E149,"Cambridge Institutute of Technology Bangalore","Computer Science - IoT and Cyber Security",42220,,158539,,,,36969,,,,56089,
2023,R1,E149,"Cambridge Institutute of Technology Bangalore","Information Science and Engineering",28918,,,,,,28502,,35376,,33610,
2023,R1,E150,"P E S Institute of Technology and Management Shivamogga","Artificial Intelligence and Machine Learning",38307,,,,47726,,37291,,63074,,40211,
2023,R1,E150,"P E S Institute of Technology and Management Shivamogga","Computer Science and Engineering",28794,,,,,,28724,,29452,,31283,
2023,R1,E150,"P E S Institute of Technology and Management Shivamogga","Computer Science and Engineering - Data Science",53346,,,,87103,,48837,,63771,,78173,
2023,R1,E150,"P E S Institute of Technology and Management Shivamogga","Information Science and Engineering",37195,,,,,,36415,,43199,,38060,
2023,R1,E151,"Mangalore Institute of Technology and Engineering Mangalore Tq,D.K","Artificial Intelligence and Machine Learning",34695,,,,36759,,28265,,,,33503,
2023,R1,E151,"Mangalore Institute of Technology and Engineering Mangalore Tq,D.K","Computer Science (AI and Machine Learning)",37214,,,,,,29955,,,,34793,
2023,R1,E151,"Mangalore Institute of Technology and Engineering Mangalore Tq,D.K","Computer Science and Engineering",25752,,,,33122,,21106,,24915,,23270,
2023,R1,E151,"Mangalore Institute of Technology and Engineering Mangalore Tq,D.K","Computer Science - IoT and Cyber Security",43163,,,,,,35616,,51363,,35804,
2023,R1,E151,"Mangalore Institute of Technology and Engineering Mangalore Tq,D.K","Information Science and Engineering",33283,,,,,,29430,,29633,,31308,
2023,R1,E152,"S D M Institute of Tech. Ujire,Dakshina Kannada","Artificial Intelligence and Data Science",,,77172,,,,46104,,51701,,50402,
2023,R1,E152,"S D M Institute of Tech. Ujire,Dakshina Kannada","Computer Science and Engineering",35613,,,,,,34471,,34749,,36162,
2023,R1,E152,"S D M Institute of Tech. Ujire,Dakshina Kannada","Information Science and Engineering",45432,,,,,,44039,,44067,,44907,
2023,R1,E153,"S E A College of Engineering and Technology K R puram bangalore","Computer Science and Engineering",52823,,,,,,52739,,57793,,60829,
2023,R1,E154,"Government Engineering College Chamarajanagara","Computer Science and Engineering",45891,,,,,,41537,,48404,,48041,
2023,R1,E155,"Government Engineering College Hassan","Computer Science and Engineering",24861,,,,,,24618,,28068,,26703,
2023,R1,E156,"Government Engineering College K R Pet, Mandya DT.","Computer Science and Engineering",42899,,48561,,,,38817,,39248,,45621,
2023,R1,E157,"Government Engineering College Ramanagara","Computer Science and Engineering",49364,,56358,,55068,,44622,,44897,,51735,
2023,R1,E158,"Maharaja Institute of Technology-Mysore Belawadi, Mandya Dist","Computer Science (AI and Machine Learning)",36039,,,,,,35452,,,,39051,
2023,R1,E158,"Maharaja Institute of Technology-Mysore Belawadi, Mandya Dist","Computer Science (Artificial Intelligence)",,,,,,,42051,,43373,,56610,
2023,R1,E158,"Maharaja Institute of Technology-Mysore Belawadi, Mandya Dist","Computer Science and Engineering",26925,,,,,,26634,,37562,,32017,
2023,R1,E158,"Maharaja Institute of Technology-Mysore Belawadi, Mandya Dist","Computer Science and Engineering - Data Science",43787,,,,,,43258,,,,55206,
2023,R1,E158,"Maharaja Institute of Technology-Mysore Belawadi, Mandya Dist","Information Science and Engineering",32503,,,,,,32213,,47893,,34945,
2023,R1,E160,"Sahyadri College of Engg. and Management Mangalore","Computer Science (AI and Machine Learning)",26113,,,,,,23735,,26366,,25505,
2023,R1,E160,"Sahyadri College of Engg. and Management Mangalore","Computer Science and Engineering",19013,,,,,,13470,,15453,,16704,
2023,R1,E160,"Sahyadri College of Engg. and Management Mangalore","Information Science and Engineering",23793,,34711,,24129,,19801,,19820,,20255,
2023,R1,E160,"Sahyadri College of Engg. and Management Mangalore","Robotics and Automation",72545,,,,,,46746,,116892,,62300,
2023,R1,E161,"Government Engineering College Kushalnagar,Kodagu Dist","Computer Science and Engineering",49768,,55592,,,,49123,,51001,,53999,
2023,R1,E162,"Government Engineering College Raichur","Computer Science and Engineering",54834,,,,,,40757,,,,44458,
2023,R1,E163,"Government Engineering College Devagiri,Haveri","Computer Science and Engineering",46543,,,,,,44419,,46028,,52535,
2023,R1,E164,"Government Engineering College Huvina Hadagali,Bellary Dist.","Computer Science and Engineering",,,,,,,55174,,,,55552,
2023,R1,E165,"Yenepoya Institute of Technology Thodar,Moodbidri","Computer Science and Engineering",61066,,,,,,55618,,59868,,59705,
2023,R1,E166,"K L E Institute of Technology Hubli","Computer Science and Engineering",21462,,,,,,17957,,19045,,20871,
2023,R1,E167,"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","Artificial Intelligence and Data Science",52087,,,,,,42769,,45675,,55904,
2023,R1,E167,"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","Computer Science and Engineering",36919,,,,,,29373,,30821,,33070,
2023,R1,E168,"Amrutha Institute of Engineering and Mangement Bidadi Indust. Estate,Ban'lore","Computer Science and Engineering",59037,,,,,,58119,,61874,,65501,
2023,R1,E169,"Alva`s Institute of Engineering and Technology Moodabidri,","Artificial Intelligence and Machine Learning",47190,,,,,,46333,,54385,,49237,
2023,R1,E169,"Alva`s Institute of Engineering and Technology Moodabidri,","Computer Science and Engineering",36782,,,,,,35628,,36283,,37385,
2023,R1,E169,"Alva`s Institute of Engineering and Technology Moodabidri,","Computer Science and Engineering - Data Science",,,,,65089,,54756,,,,61922,
2023,R1,E169,"Alva`s Institute of Engineering and Technology Moodabidri,","Information Science and Engineering",46353,,,,,,44170,,,,45399,
2023,R1,E171,"Brindavan College of Engineering Yelahanka, Bangalore","Computer Science and Engineering",50304,,,,,,49728,,56014,,56193,
2023,R1,E171,"Brindavan College of Engineering Yelahanka, Bangalore","Information Science and Engineering",58357,,,,,,56300,,,,59848,
2023,R1,E172,"R.R.Institute of Technology Chikkabanavara, Bangalore","Computer Science and Engineering",46971,,,,,,46239,,57030,,52881,
2023,R1,E172,"R.R.Institute of Technology Chikkabanavara, Bangalore","Information Science and Engineering",53059,,,,,,51979,,,,56977,
2023,R1,E173,"Sai Vidya Institute of Technology Bangalore","Computer Science (AI and Machine Learning)",45715,,,,,,45683,,81649,,52359,
2023,R1,E173,"Sai Vidya Institute of Technology Bangalore","Computer Science and Engineering",28434,,,,,,26796,,34882,,31854,
2023,R1,E173,"Sai Vidya Institute of Technology Bangalore","Computer Science and Engineering - Data Science",56401,,89724,,68887,,55664,,78647,,62018,
2023,R1,E173,"Sai Vidya Institute of Technology Bangalore","Information Science and Engineering",37041,,,,,,36992,,47803,,45609,
2023,R1,E175,"S.G.Balekundri Institute of Technology Belgaum","Artificial Intelligence and Data Science",70076,,,,,,56896,,60185,,67157,
2023,R1,E175,"S.G.Balekundri Institute of Technology Belgaum","Computer Science and Engineering",50724,,,,58820,,36850,,38417,,44596,
2023,R1,E177,"Rajeev Institute of Technology Hassan","Computer Science and Engineering",42971,,,,,,42015,,52338,,49319,
2023,R1,E177,"Rajeev Institute of Technology Hassan","Information Science and Engineering",55685,,,,,,53629,,65660,,59769,
2023,R1,E178,"The National Institute of Engineering(NORTH CAMPUS) Mysore","Computer Science (AI and Machine Learning)",7631,,,,,,7603,,17920,,11038,
2023,R1,E178,"The National Institute of Engineering(NORTH CAMPUS) Mysore","Computer Science and Engineering",4893,,,,6041,,4700,,7527,,5882,
2023,R1,E178,"The National Institute of Engineering(NORTH CAMPUS) Mysore","Information Science and Engineering",7150,,,,8764,,6607,,11835,,8556,
2023,R1,E185,"Angadi Institute of Technology and Management Belgaum","Computer Science and Engineering",56118,,,,,,46424,,47957,,50161,
2023,R1,E186,"ACS College of Engineering Kengeri Hobli,Bangalore","Computer Science and Engineering",40834,,,,,,39386,,48293,,48800,
2023,R1,E186,"ACS College of Engineering Kengeri Hobli,Bangalore","Computer Science and Engineering - Data Science",57585,,,,,,57263,,,,70239,
2023,R1,E188,"Vijaya Vittala Institute of Technology Bangalore","Computer Science and Engineering",61510,,,,,,59800,,61267,,61912,
2023,R1,E189,"Navkis College of Engineering (Formerly NDRKIT) Kandali, Hassan","Artificial Intelligence and Data Science",61257,,,,66212,,59022,,84171,,59152,
2023,R1,E189,"Navkis College of Engineering (Formerly NDRKIT) Kandali, Hassan","Artificial Intelligence and Machine Learning",59462,,,,,,56128,,,,64554,
2023,R1,E189,"Navkis College of Engineering (Formerly NDRKIT) Kandali, Hassan","Computer Science and Engineering",40504,,,,,,38775,,64255,,48993,
2023,R1,E194,"Government Engineering College KARWAR","Computer Science and Engineering",63475,,,,67694,,53377,,56847,,60139,
2023,R1,E196,"Jain College of Engineering Machche,Belgaum","Computer Science (AI and Machine Learning)",68277,,,,,,39644,,40348,,48230,
2023,R1,E196,"Jain College of Engineering Machche,Belgaum","Computer Science and Engineering",32730,,,,,,28127,,28883,,32608,
2023,R1,E198,"Sharnbasva University College for Women(Formerly Godutai) Gulbarga","Computer Science and Engineering",56049,,,,,,49497,,,,54784,
2023,R1,E199,"AGM Rural Engineering College Hubli, Darward (D)","Computer Science and Engineering",66283,,,,,,50121,,50607,,55063,
2023,R1,E201,"Gopalan College of Engineering and Management White Field, Bangalore","Computer Science and Engineering",48782,,,,,,45580,,50905,,54101,
2023,R1,E201,"Gopalan College of Engineering and Management White Field, Bangalore","Information Science and Engineering",,,100841,,,,57575,,73911,,69340,
2023,R1,E203,"K.S. School of Engineering And Management Mallasandra, Bangalore","Artificial Intelligence and Data Science",52660,,,,,,50598,,72987,,63148,
2023,R1,E203,"K.S. School of Engineering And Management Mallasandra, Bangalore","Computer Science and Engineering",46972,,,,,,45996,,50778,,51846,
2023,R1,E204,"Bangalore Technological Institute Sarjapura Rd, Bangalore","Artificial Intelligence and Machine Learning",,,,,,,50896,,,,57599,
2023,R1,E204,"Bangalore Technological Institute Sarjapura Rd, Bangalore","Computer Science and Engineering",46048,,,,,,44519,,46447,,51283,
2023,R1,E205,"ATME College of Engineering Varun hobli,Mysore","Computer Science (AI and Machine Learning)",48892,,,,,,42001,,,,48368,
2023,R1,E205,"ATME College of Engineering Varun hobli,Mysore","Computer Science and Engineering",34127,,,,,,33717,,38431,,35707,
2023,R1,E205,"ATME College of Engineering Varun hobli,Mysore","Computer Science and Engineering - Data Science",51250,,,,,,50552,,60026,,53627,
2023,R1,E206,"Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist","Artificial Intelligence and Data Science",84892,,,,98928,,47361,,,,47459,
2023,R1,E206,"Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist","Artificial Intelligence and Machine Learning",75293,,,,,,56179,,58416,,57634,
2023,R1,E206,"Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist","Computer Science and Engineering",70895,,,,,,35131,,39746,,41680,
2023,R1,E209,"Jyothi Institute of Technology Bangalore","Artificial Intelligence and Machine Learning",44354,,,,,,42548,,82286,,56098,
2023,R1,E209,"Jyothi Institute of Technology Bangalore","Computer Science and Engineering",33606,,,,,,32619,,48980,,41852,
2023,R1,E209,"Jyothi Institute of Technology Bangalore","Information Science and Engineering",41396,,,,,,39168,,,,47161,
2023,R1,E211,"Jain Institute of Technology Cross,Davanagere","Computer Science and Engineering",49125,,,,,,44880,,49879,,51228,
2023,R1,E211,"Jain Institute of Technology Cross,Davanagere","Information Science and Engineering",58868,,,,,,58681,,64013,,68364,
2023,R1,E212,"Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore","Artificial Intelligence and Machine Learning",15323,,,,,,14637,,24508,,17541,
2023,R1,E212,"Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore","Computer Science and Design",25506,,,,32847,,22831,,43198,,26406,
2023,R1,E212,"Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore","Computer Science (Artificial Intelligence)",20526,,,,,,17667,,25732,,24455,
2023,R1,E212,"Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore","Computer Science and Engineering",13823,,,,15926,,13382,,14249,,15828,
2023,R1,E212,"Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore","Computer Science - Cyber Security",22660,,,,,,20813,,,,24610,
2023,R1,E212,"Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore","Computer Science and Engineering - Data Science",19122,,,,,,18972,,42684,,22437,
2023,R1,E212,"Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore","Computer Science - IoT and Cyber Security",25263,,,,,,23978,,44346,,26186,
2023,R1,E212,"Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore","Information Science and Engineering",16793,,,,,,16565,,16982,,18978,
2023,R1,E216,"Shetty Institute of Technology Gulbarga","Computer Science and Engineering",,,,,,,57919,,,,61927,
2023,R1,E220,"Alliance University Bangalore","Computer Science and Engineering",43936,,,,55432,,40850,,55779,,53141,
2023,R1,E222,"Cambridge Institutute of Technology-North Campus Devanahalli(TQ),Bangalore(R)","Computer Science and Engineering",45954,,,,,,42781,,49077,,48209,
2023,R1,E222,"Cambridge Institutute of Technology-North Campus Devanahalli(TQ),Bangalore(R)","Computer Science - Cyber Security",58028,,,,59250,,57126,,90574,,57607,
2023,R1,E232,"Reva University Bangalore","Computer Science and Engineering",13540,,,,17182,,12890,,18186,,16507,
2023,R1,E235,"M.S. Ramaiah University of Applied Sciences Bangalore","Computer Science and Engineering",12208,,,,,,10518,,19184,,17916,
2023,R1,E237,"Presidency University Yelahanka, Bangalore","Computer Science and Engineering",37321,,54409,,44347,,34108,,46154,,42885,
